ID,year_type_id,연령대,지표,사고유형,건수
89,2015,20세이하,사고[건],철길건널목,0
90,2015,20세이하,사망[명],차대사람,2250
91,2015,20세이하,사망[명],차대차,10073
92,2015,20세이하,사망[명],차량단독,1117
93,2015,20세이하,사망[명],철길건널목,0
94,2015,20세이하,부상[명],차대사람,5900
95,2015,20세이하,부상[명],차대차,23459
96,2015,20세이하,부상[명],차량단독,1626
97,2015,20세이하,부상[명],철길건널목,1
98,2015,21~30세,사고[건],차대사람,193
99,2015,21~30세,사고[건],차대차,239
100,2015,21~30세,사고[건],차량단독,159
101,2015,21~30세,사고[건],철길건널목,1
102,2015,21~30세,사망[명],차대사람,6211
103,2015,21~30세,사망[명],차대차,40692
104,2015,21~30세,사망[명],차량단독,1982
105,2015,21~30세,사망[명],철길건널목,0
106,2015,21~30세,부상[명],차대사람,8494
107,2015,21~30세,부상[명],차대차,28719
108,2015,21~30세,부상[명],차량단독,1468
109,2015,21~30세,부상[명],철길건널목,0
110,2015,31~40세,사고[건],차대사람,313
111,2015,31~40세,사고[건],차대차,270
112,2015,31~40세,사고[건],차량단독,91
113,2015,31~40세,사고[건],철길건널목,0
114,2015,31~40세,사망[명],차대사람,8656
115,2015,31~40세,사망[명],차대차,49126
116,2015,31~40세,사망[명],차량단독,1789
117,2015,31~40세,사망[명],철길건널목,0
118,2015,31~40세,부상[명],차대사람,11704
119,2015,31~40세,부상[명],차대차,37891
120,2015,31~40세,부상[명],차량단독,2437
121,2015,31~40세,부상[명],철길건널목,1
122,2015,41~50세,사고[건],차대사람,442
123,2015,41~50세,사고[건],차대차,373
124,2015,41~50세,사고[건],차량단독,152
125,2015,41~50세,사고[건],철길건널목,0
126,2015,41~50세,사망[명],차대사람,11869
127,2015,41~50세,사망[명],차대차,64335
128,2015,41~50세,사망[명],차량단독,3068
129,2015,41~50세,사망[명],철길건널목,1
130,2015,41~50세,부상[명],차대사람,12549
131,2015,41~50세,부상[명],차대차,42088
132,2015,41~50세,부상[명],차량단독,3122
133,2015,41~50세,부상[명],철길건널목,3
134,2015,51~60세,사고[건],차대사람,465
135,2015,51~60세,사고[건],차대차,434
136,2015,51~60세,사고[건],차량단독,191
137,2015,51~60세,사고[건],철길건널목,0
138,2015,51~60세,사망[명],차대사람,12775
139,2015,51~60세,사망[명],차대차,71501
140,2015,51~60세,사망[명],차량단독,3678
141,2015,51~60세,사망[명],철길건널목,4
142,2015,51~60세,부상[명],차대사람,3088
143,2015,51~60세,부상[명],차대차,10093
144,2015,51~60세,부상[명],차량단독,706
145,2015,51~60세,부상[명],철길건널목,0
146,2015,61~64세,사고[건],차대사람,143
147,2015,61~64세,사고[건],차대차,122
148,2015,61~64세,사고[건],차량단독,60
149,2015,61~64세,사고[건],철길건널목,0
150,2015,61~64세,사망[명],차대사람,3114
151,2015,61~64세,사망[명],차대차,16848
152,2015,61~64세,사망[명],차량단독,844
153,2015,61~64세,사망[명],철길건널목,0
154,2015,61~64세,부상[명],차대사람,4528
155,2015,61~64세,부상[명],차대차,17142
156,2015,61~64세,부상[명],차량단독,1393
157,2015,61~64세,부상[명],철길건널목,0
158,2015,65세이상,사고[건],차대사람,184
159,2015,65세이상,사고[건],차대차,416
160,2015,65세이상,사고[건],차량단독,215
161,2015,65세이상,사고[건],철길건널목,0
162,2015,65세이상,사망[명],차대사람,4637
163,2015,65세이상,사망[명],차대차,27535
164,2015,65세이상,사망[명],차량단독,1615
165,2015,65세이상,사망[명],철길건널목,0
166,2015,65세이상,부상[명],차대사람,2725
167,2015,65세이상,부상[명],차대차,3203
168,2015,65세이상,부상[명],차량단독,49
169,2015,65세이상,부상[명],철길건널목,0
170,2015,연령불명,사고[건],차대사람,1
171,2015,연령불명,사고[건],차대차,3
172,2015,연령불명,사고[건],차량단독,0
173,2015,연령불명,사고[건],철길건널목,0
174,2015,연령불명,사망[명],차대사람,2758
175,2015,연령불명,사망[명],차대차,3872
176,2015,연령불명,사망[명],차량단독,50
177,2015,연령불명,사망[명],철길건널목,0
