ID,year_type_id,연령대,지표,사고유형,건수
0,2014,20세이하,사고[건],철길건널목,0
1,2014,20세이하,사망[명],차대사람,2219
2,2014,20세이하,사망[명],차대차,9101
3,2014,20세이하,사망[명],차량단독,1141
4,2014,20세이하,사망[명],철길건널목,0
5,2014,20세이하,부상[명],차대사람,5889
6,2014,20세이하,부상[명],차대차,22116
7,2014,20세이하,부상[명],차량단독,1524
8,2014,20세이하,부상[명],철길건널목,1
9,2014,21~30세,사고[건],차대사람,221
10,2014,21~30세,사고[건],차대차,225
11,2014,21~30세,사고[건],차량단독,136
12,2014,21~30세,사고[건],철길건널목,0
13,2014,21~30세,사망[명],차대사람,6122
14,2014,21~30세,사망[명],차대차,38215
15,2014,21~30세,사망[명],차량단독,1912
16,2014,21~30세,사망[명],철길건널목,1
17,2014,21~30세,부상[명],차대사람,8739
18,2014,21~30세,부상[명],차대차,28225
19,2014,21~30세,부상[명],차량단독,1471
20,2014,21~30세,부상[명],철길건널목,0
21,2014,31~40세,사고[건],차대사람,323
22,2014,31~40세,사고[건],차대차,294
23,2014,31~40세,사고[건],차량단독,140
24,2014,31~40세,사고[건],철길건널목,0
25,2014,31~40세,사망[명],차대사람,8949
26,2014,31~40세,사망[명],차대차,48131
27,2014,31~40세,사망[명],차량단독,1840
28,2014,31~40세,사망[명],철길건널목,0
29,2014,31~40세,부상[명],차대사람,11898
30,2014,31~40세,부상[명],차대차,37902
31,2014,31~40세,부상[명],차량단독,2474
32,2014,31~40세,부상[명],철길건널목,0
33,2014,41~50세,사고[건],차대사람,477
34,2014,41~50세,사고[건],차대차,397
35,2014,41~50세,사고[건],차량단독,153
36,2014,41~50세,사고[건],철길건널목,0
37,2014,41~50세,사망[명],차대사람,12104
38,2014,41~50세,사망[명],차대차,64700
39,2014,41~50세,사망[명],차량단독,2982
40,2014,41~50세,사망[명],철길건널목,0
41,2014,41~50세,부상[명],차대사람,11992
42,2014,41~50세,부상[명],차대차,39812
43,2014,41~50세,부상[명],차량단독,2915
44,2014,41~50세,부상[명],철길건널목,0
45,2014,51~60세,사고[건],차대사람,497
46,2014,51~60세,사고[건],차대차,466
47,2014,51~60세,사고[건],차량단독,200
48,2014,51~60세,사고[건],철길건널목,0
49,2014,51~60세,사망[명],차대사람,12201
50,2014,51~60세,사망[명],차대차,68212
51,2014,51~60세,사망[명],차량단독,3580
52,2014,51~60세,사망[명],철길건널목,0
53,2014,51~60세,부상[명],차대사람,2765
54,2014,51~60세,부상[명],차대차,9221
55,2014,51~60세,부상[명],차량단독,641
56,2014,51~60세,부상[명],철길건널목,0
57,2014,61~64세,사고[건],차대사람,112
58,2014,61~64세,사고[건],차대차,121
59,2014,61~64세,사고[건],차량단독,58
60,2014,61~64세,사고[건],철길건널목,0
61,2014,61~64세,사망[명],차대사람,2838
62,2014,61~64세,사망[명],차대차,15601
63,2014,61~64세,사망[명],차량단독,781
64,2014,61~64세,사망[명],철길건널목,0
65,2014,61~64세,부상[명],차대사람,3987
66,2014,61~64세,부상[명],차대차,15057
67,2014,61~64세,부상[명],차량단독,1230
68,2014,61~64세,부상[명],철길건널목,1
69,2014,65세이상,사고[건],차대사람,175
70,2014,65세이상,사고[건],차대차,336
71,2014,65세이상,사고[건],차량단독,252
72,2014,65세이상,사고[건],철길건널목,0
73,2014,65세이상,사망[명],차대사람,4080
74,2014,65세이상,사망[명],차대차,23862
75,2014,65세이상,사망[명],차량단독,1477
76,2014,65세이상,사망[명],철길건널목,1
77,2014,65세이상,부상[명],차대사람,3040
78,2014,65세이상,부상[명],차대차,3529
79,2014,65세이상,부상[명],차량단독,44
80,2014,65세이상,부상[명],철길건널목,0
81,2014,연령불명,사고[건],차대사람,6
82,2014,연령불명,사고[건],차대차,3
83,2014,연령불명,사고[건],차량단독,0
84,2014,연령불명,사고[건],철길건널목,0
85,2014,연령불명,사망[명],차대사람,3077
86,2014,연령불명,사망[명],차대차,4325
87,2014,연령불명,사망[명],차량단독,45
88,2014,연령불명,사망[명],철길건널목,0
